feature,importance
hjorth_F4_mobility,0.0
global_band_rel_mean_beta,0.0
hjorth_F4_complexity,0.0
spectral_F4_entropy,0.0
band_abs_F4_delta,0.0
band_rel_F4_delta,0.0
global_band_rel_std_gamma,0.0
region_central_band_rel_mean_delta,0.0
region_central_band_rel_mean_theta,0.0
region_central_band_rel_mean_alpha,0.0
band_abs_F4_theta,0.0
region_central_band_rel_mean_gamma,0.0
region_frontal_band_rel_mean_delta,0.0
region_frontal_band_rel_mean_theta,0.0
band_rel_F4_theta,0.0
region_frontal_band_rel_mean_beta,0.0
band_abs_F4_alpha,0.0
region_occipital_band_rel_mean_delta,0.0
band_rel_F4_alpha,0.0
region_occipital_band_rel_mean_alpha,0.0
region_occipital_band_rel_mean_beta,0.0
region_occipital_band_rel_mean_gamma,0.0
band_rel_F4_beta,0.0
region_other_band_rel_mean_theta,0.0
region_other_band_rel_mean_alpha,0.0
region_other_band_rel_mean_beta,0.0
band_rel_F4_gamma,0.0
region_parietal_band_rel_mean_delta,0.0
region_parietal_band_rel_mean_theta,0.0
region_parietal_band_rel_mean_alpha,0.0
region_parietal_band_rel_mean_beta,0.0
region_parietal_band_rel_mean_gamma,0.0
region_temporal_band_rel_mean_delta,0.0
region_temporal_band_rel_mean_theta,0.0
region_temporal_band_rel_mean_alpha,0.0
ratio_F4_beta_alpha,0.0
ratio_F4_theta_beta,0.0
hemisphere_left_band_rel_mean_delta,0.0
hemisphere_left_band_rel_mean_theta,0.0
hemisphere_left_band_rel_mean_alpha,0.0
hemisphere_left_band_rel_mean_beta,0.0
hemisphere_left_band_rel_mean_gamma,0.0
hemisphere_right_band_rel_mean_delta,0.0
hemisphere_right_band_rel_mean_theta,0.0
hemisphere_right_band_rel_mean_alpha,0.0
hemisphere_right_band_rel_mean_beta,0.0
stat_F7_skew,0.0
hemisphere_midline_band_rel_mean_delta,0.0
stat_F7_kurtosis,0.0
hemisphere_midline_band_rel_mean_alpha,0.0
hemisphere_midline_band_rel_mean_beta,0.0
hemisphere_midline_band_rel_mean_gamma,0.0
stat_F7_shannon_entropy,0.0
corr_Fp1_F3,0.0
corr_Fp1_F4,0.0
hjorth_F7_activity,0.0
corr_Fp1_F8,0.0
corr_Fp1_T3,0.0
hjorth_F7_mobility,0.0
corr_Fp1_C3,0.0
corr_Fp1_C4,0.0
corr_Fp1_T5,0.0
spectral_F7_entropy,0.0
corr_Fp1_P3,0.0
band_rel_F7_delta,0.0
corr_Fp1_O1,0.0
band_abs_F7_theta,0.0
corr_Fp1_Fz,0.0
corr_Fp1_Cz,0.0
corr_Fp1_Pz,0.0
band_rel_F7_theta,0.0
corr_Fp1_ECGECG,0.0
corr_Fp2_F3,0.0
corr_Fp2_F4,0.0
band_abs_F7_alpha,0.0
corr_Fp2_F8,0.0
corr_Fp2_T3,0.0
corr_Fp2_T4,0.0
corr_Fp2_C3,0.0
corr_Fp2_C4,0.0
band_abs_F7_beta,0.0
corr_Fp2_T6,0.0
corr_Fp2_P3,0.0
band_abs_F7_gamma,0.0
band_rel_F7_gamma,0.0
corr_Fp2_O2,0.0
ratio_F7_theta_alpha,0.0
corr_Fp2_Cz,0.0
corr_Fp2_Pz,0.0
corr_Fp2_A2A1,0.0
corr_Fp2_ECGECG,0.0
corr_F3_F4,0.0
ratio_F7_theta_beta,0.0
corr_F3_F8,0.0
corr_F3_T3,0.0
corr_F3_T4,0.0
corr_F3_C3,0.0
corr_F3_C4,0.0
stat_F8_mean,0.0
corr_F3_T6,0.0
corr_F3_P3,0.0
corr_F3_P4,0.0
stat_F8_std,0.0
corr_F3_O2,0.0
corr_F3_Fz,0.0
corr_F3_Cz,0.0
corr_F3_Pz,0.0
corr_F3_A2A1,0.0
corr_F3_ECGECG,0.0
corr_F4_F7,0.0
stat_F8_var,0.0
stat_F8_ptp,0.0
corr_F4_T4,0.0
corr_F4_C3,0.0
corr_F4_C4,0.0
stat_F8_skew,0.0
corr_F4_T6,0.0
corr_F4_P3,0.0
corr_F4_P4,0.0
corr_F4_O1,0.0
corr_F4_O2,0.0
corr_F4_Fz,0.0
corr_F4_Cz,0.0
corr_F4_Pz,0.0
corr_F4_A2A1,0.0
corr_F4_ECGECG,0.0
stat_F8_kurtosis,0.0
hjorth_F8_activity,0.0
corr_F7_T4,0.0
corr_F7_C3,0.0
spectral_F8_entropy,0.0
corr_F7_T5,0.0
corr_F7_T6,0.0
corr_F7_P3,0.0
corr_F7_P4,0.0
band_rel_F8_delta,0.0
corr_F7_O2,0.0
corr_F7_Fz,0.0
corr_F7_Cz,0.0
corr_F7_Pz,0.0
band_rel_F8_theta,0.0
corr_F7_ECGECG,0.0
corr_F8_T3,0.0
band_abs_F8_alpha,0.0
band_abs_F8_beta,0.0
band_rel_F8_beta,0.0
corr_F8_T5,0.0
corr_F8_T6,0.0
corr_F8_P3,0.0
band_rel_F8_gamma,0.0
corr_F8_O1,0.0
corr_F8_O2,0.0
ratio_F8_beta_alpha,0.0
corr_F8_Cz,0.0
corr_F8_Pz,0.0
ratio_F8_theta_beta,0.0
corr_F8_ECGECG,0.0
corr_T3_T4,0.0
stat_T3_mean,0.0
corr_T3_C4,0.0
corr_T3_T5,0.0
corr_T3_T6,0.0
corr_T3_P3,0.0
corr_T3_P4,0.0
corr_T3_O1,0.0
corr_T3_O2,0.0
corr_Fp1_O2,0.0
corr_T3_Cz,0.0
corr_T3_Pz,0.0
stat_T3_var,0.0
corr_T3_ECGECG,0.0
corr_T4_C3,0.0
stat_T3_ptp,0.0
corr_T4_T5,0.0
stat_T3_skew,0.0
corr_T4_P3,0.0
corr_T4_P4,0.0
corr_T4_O1,0.0
corr_T4_O2,0.0
corr_T4_Fz,0.0
corr_T4_Cz,0.0
corr_T4_Pz,0.0
stat_T3_kurtosis,0.0
corr_T4_ECGECG,0.0
corr_C3_C4,0.0
corr_C3_T5,0.0
corr_C3_T6,0.0
stat_T3_shannon_entropy,0.0
corr_C3_P4,0.0
corr_C3_O1,0.0
corr_C3_O2,0.0
corr_C3_Fz,0.0
hjorth_T3_activity,0.0
corr_C3_Pz,0.0
corr_C3_A2A1,0.0
corr_C3_ECGECG,0.0
hjorth_T3_mobility,0.0
corr_C4_T6,0.0
corr_C4_P3,0.0
hjorth_T3_complexity,0.0
spectral_T3_entropy,0.0
corr_C4_O2,0.0
corr_C4_Fz,0.0
corr_C4_Cz,0.0
corr_C4_Pz,0.0
band_abs_T3_delta,0.0
band_rel_T3_delta,0.0
corr_T5_T6,0.0
corr_T5_P3,0.0
corr_T5_P4,0.0
corr_T5_O1,0.0
corr_T5_O2,0.0
band_rel_T3_theta,0.0
band_abs_T3_alpha,0.0
corr_T5_Pz,0.0
band_rel_T3_alpha,0.0
corr_T5_ECGECG,0.0
corr_T6_P3,0.0
corr_T6_P4,0.0
band_abs_T3_beta,0.0
corr_T6_O2,0.0
corr_T6_Fz,0.0
corr_T6_Cz,0.0
corr_T6_Pz,0.0
ratio_T3_theta_alpha,0.0
ratio_T3_theta_beta,0.0
corr_P3_P4,0.0
stat_T4_mean,0.0
stat_T4_std,0.0
stat_T4_var,0.0
corr_P3_Cz,0.0
stat_T4_rms,0.0
stat_T4_ptp,0.0
corr_P3_ECGECG,0.0
stat_T4_kurtosis,0.0
stat_Fp1_skew,0.0
corr_P4_Fz,0.0
stat_T4_shannon_entropy,0.0
corr_P4_Pz,0.0
corr_P4_A2A1,0.0
corr_P4_ECGECG,0.0
hjorth_T4_activity,0.0
corr_O1_Fz,0.0
corr_O1_Cz,0.0
hjorth_T4_mobility,0.0
corr_O1_A2A1,0.0
corr_O1_ECGECG,0.0
corr_O2_Fz,0.0
corr_O2_Cz,0.0
spectral_T4_entropy,0.0
stat_Fp1_std,0.0
band_abs_T4_delta,0.0
corr_Fz_Cz,0.0
corr_Fz_Pz,0.0
band_rel_T4_delta,0.0
corr_Fz_ECGECG,0.0
corr_Cz_Pz,0.0
corr_Cz_A2A1,0.0
corr_Cz_ECGECG,0.0
